"id","ident","type","name","latitude_deg","longitude_deg","elevation_ft","continent","iso_country","iso_region","municipality","scheduled_service","gps_code","local_code"
"41145","ZA-0002","small_airport","Bhejane Game Reserve Airport","-33.1966667175293","23.934667587280300","1895","AF","ZA","ZA-EC","Willowmore","no","",""
"27286","ZA-0003","small_airport","Koppies Airport","-27.25","27.549999237060500","","AF","ZA","ZA-FS","","no","",""
"41149","ZA-0004","small_airport","Brown's Landing Airport","-32.6974983215","28.320278167700000","300","AF","ZA","ZA-EC","Morgan's Bay","no","",""
"41154","ZA-0005","small_airport","Blanco Airport","-32.08333206176760","26.299999237060500","4200","AF","ZA","ZA-EC","Tarkastad","no","",""
"41160","ZA-0006","small_airport","Brosterlea Farm Airport","-31.28333282470700","26.566667556762700","5500","AF","ZA","ZA-EC","Brosterlea Farm","no","",""
"41161","ZA-0007","small_airport","Stockdale Landing Strip Airport","-31.245100021362300","26.298500061035200","5315","AF","ZA","ZA-EC","Alfalfa","no","",""
"41165","ZA-0008","small_airport","Venterstad Airport","-30.775699615478500","25.787500381469700","4200","AF","ZA","ZA-EC","Venterstad","no","",""
"41166","ZA-0009","small_airport","Philippolis Airport","-30.215900421142600","25.220300674438500","4695","AF","ZA","ZA-FS","Philippolis","no","",""
"41169","ZA-0010","small_airport","Arbeitsgenot Airport","-28.73590087890630","27.231800079345700","4800","AF","ZA","ZA-FS","Winburg","no","",""
"41170","ZA-0011","small_airport","Brandfort Airport","-28.690399169921900","26.420799255371100","4647","AF","ZA","ZA-FS","Brandfort","no","",""
"41171","ZA-0012","small_airport","Arizona Airport","-28.453332901001000","27.524999618530300","5500","AF","ZA","ZA-FS","Senekal","no","",""
"41172","ZA-0013","small_airport","Phuthadijhaba Airport","-28.406665802002000","28.810832977294900","5800","AF","ZA","ZA-FS","Phuthadijhaba","no","",""
"41173","ZA-0014","small_airport","Sterkfontein Airport","-28.376800537109400","29.006200790405300","5479","AF","ZA","ZA-FS","Sterkfontein Dam","no","",""
"41174","ZA-0015","small_airport","Aldam Airport","-28.268888473510700","27.161388397216800","5105","AF","ZA","ZA-FS","Aldam","no","",""
"41175","ZA-0016","small_airport","Aero Farm Airport","-28.22361183166500","29.115833282470700","5580","AF","ZA","ZA-FS","Harrismith","no","",""
"41176","ZA-0017","small_airport","Alberta Airport","-27.984167098999000","28.39444351196290","5540","AF","ZA","ZA-FS","Inhoek","no","",""
"41177","ZA-0018","small_airport","Bartsrus Airport","-27.960416793823200","25.835832595825200","4200","AF","ZA","ZA-FS","Hoopstad","no","",""
"41179","ZA-0019","small_airport","Braehead Airport","-27.680500030517600","27.25349998474120","4300","AF","ZA","ZA-FS","Kroonstad","no","",""
"41181","ZA-0020","small_airport","Anton Fourie Farm Airport","-27.5","26.330554962158200","4300","AF","ZA","ZA-FS","Anton Fourie","no","",""
"41544","ZA-0021","heliport","Pretoria Central Heliport","-25.65570068359380","28.220600128173800","4087","AF","ZA","ZA-GT","Pretoria","no","",""
"41184","ZA-0022","small_airport","Appleby Airport","-27.20133399963380","26.903499603271500","4300","AF","ZA","ZA-FS","Vijoenskroon","no","",""
"41185","ZA-0023","small_airport","Villiers Airport","-27.049999237060500","28.600000381469700","5097","AF","ZA","ZA-FS","Villers","no","",""
"41191","ZA-0024","small_airport","Sun Valley Airfield","-26.03333282470700","27.899999618530300","5000","AF","ZA","ZA-GT","Sun Valley","no","",""
"41192","ZA-0025","small_airport","Aero 57 Airport","-25.903165817260700","28.082000732421900","5100","AF","ZA","ZA-GT","Monavoni","no","",""
